run_id,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level,Model,mode,amas_score,maes_score,mseaq_anx,mseaq_se,total_correct,n_observations,confidence,accuracy,confidence_scaled,delta_confidence,math_lover_flg,math_hater_flg
ded76e6f29,19,woman,heterosexual,Philadelphia,unemployed,lower secondary,single,0,immigrant,Agnostic,PhD,bachelor's degree,"football (calcio), running, knitting","physics, history","economics, literature",40,moderate,47,moderate,39,moderate,82,high,19,low,Mistral Small 4,human,36,27,85,22,14,18,3.9444444444444446,0.7777777777777778,0.5250000000000001,0.2527777777777776,False,False
f8c237ef2f,25,non-binary,homosexual,Lecce,employed full-time,vocational diploma,married,2,native-born Italian,Islam,no formal education,master's degree,"board games, rock climbing, hiking, travel","physics, history","philosophy, biology",44,moderate,61,moderate,82,high,80,high,30,low,Mistral Small 4,human,39,37,83,21,10,18,3.888888888888889,0.5555555555555556,0.5,0.0555555555555555,False,False
44fc4980a2,20,man,heterosexual,Philadelphia,full-time student,vocational diploma,single,0,native-born American,Christianity,vocational diploma,bachelor's degree,"rock climbing, videogames, travel, board games, cooking","economics, chemistry","history, maths",16,low,13,low,42,moderate,52,moderate,99,high,Mistral Small 4,human,27,24,81,13,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,True
dd4c5fbafc,21,woman,heterosexual,Milan,unemployed,upper secondary,single,0,immigrant,Christianity,master's degree,vocational diploma,"reading novels, football (calcio)","philosophy, history","computer science, chemistry",89,high,5,low,55,moderate,37,moderate,64,moderate,Mistral Small 4,human,29,28,78,18,11,18,3.8333333333333335,0.6111111111111112,0.4750000000000001,0.136111111111111,False,False
fe53f594f2,27,genderqueer,asexual,Rome,unemployed,upper secondary,in a relationship,0,native-born Italian,Judaism,PhD,PhD,"birdwatching, travel, painting","art, computer science","biology, literature",14,low,8,low,99,high,31,low,15,low,Mistral Small 4,human,29,34,87,23,12,18,3.8333333333333335,0.6666666666666666,0.4750000000000001,0.1916666666666665,False,False
b4cacecbb9,19,woman,heterosexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Christianity,master's degree,master's degree,"travel, rock climbing, volunteering, cooking","maths, literature","biology, computer science",66,moderate,94,high,100,high,14,low,68,high,Mistral Small 4,human,39,37,50,34,13,18,4.055555555555555,0.7222222222222222,0.575,0.1472222222222222,True,False
2c5f06016a,20,woman,bisexual,Los Angeles,full-time student,upper secondary,single,0,native-born American,Atheist,upper secondary,no formal education,"knitting, running, board games, birdwatching","chemistry, literature","physics, biology",82,high,25,low,34,moderate,63,moderate,19,low,Mistral Small 4,human,31,28,71,22,13,18,3.111111111111111,0.7222222222222222,0.15,0.5722222222222222,False,False
59b08e4338,40,woman,heterosexual,Bari,unemployed,bachelor's degree,married,0,native-born Italian,Islam,primary school,bachelor's degree,"photography, rock climbing, gardening","computer science, history","literature, biology",79,high,8,low,9,low,50,moderate,60,moderate,Mistral Small 4,human,34,39,87,25,14,18,3.8333333333333335,0.7777777777777778,0.4750000000000001,0.3027777777777777,False,False
8fc067bc5f,18,woman,heterosexual,Chicago,part-time student,upper secondary,single,0,native-born American,Islam,PhD,PhD,"knitting, running, cycling","history, art","economics, literature",9,low,52,moderate,61,moderate,4,low,1,low,Mistral Small 4,human,36,27,71,22,12,18,3.5555555555555554,0.6666666666666666,0.3499999999999999,0.3166666666666667,False,False
ac750e04dd,35,man,homosexual,Philadelphia,full-time student,PhD,single,2,native-born American,Christianity,primary school,primary school,"photography, painting, travel, cinema, cycling","physics, literature","philosophy, computer science",20,low,17,low,4,low,54,moderate,28,low,Mistral Small 4,human,23,38,78,21,13,18,3.888888888888889,0.7222222222222222,0.5,0.2222222222222222,False,False
da6bed6014,19,woman,heterosexual,Bari,full-time student,upper secondary,single,1,immigrant,Islam,no formal education,no formal education,"cinema, knitting, cooking, football (calcio), photography","biology, philosophy","chemistry, computer science",56,moderate,55,moderate,12,low,89,high,92,high,Mistral Small 4,human,32,32,81,24,15,18,3.4444444444444446,0.8333333333333334,0.3000000000000001,0.5333333333333332,False,False
2f1940fc37,29,woman,asexual,New York,employed part-time,bachelor's degree,single,0,native-born American,Islam,PhD,vocational diploma,"volunteering, running","literature, physics","art, philosophy",79,high,53,moderate,53,moderate,79,high,30,low,Mistral Small 4,human,36,41,82,25,14,18,4.0,0.7777777777777778,0.55,0.2277777777777777,False,False
312b91a1ce,28,non-binary,bisexual,Bari,employed part-time,lower secondary,single,1,immigrant,Christianity,lower secondary,master's degree,"videogames, board games, reading novels, cinema, gardening","maths, biology","art, history",2,low,25,low,59,moderate,58,moderate,16,low,Mistral Small 4,human,36,32,68,21,12,18,4.111111111111111,0.6666666666666666,0.5999999999999999,0.0666666666666667,True,False
2a079c1712,23,genderqueer,heterosexual,Chicago,part-time student,master's degree,married,1,native-born American,Judaism,PhD,vocational diploma,"volunteering, board games","literature, history","economics, philosophy",92,high,72,high,99,high,9,low,61,moderate,Mistral Small 4,human,29,27,87,25,14,18,4.166666666666667,0.7777777777777778,0.6250000000000001,0.1527777777777776,False,False
a814bc16ec,19,woman,heterosexual,Rome,employed part-time,upper secondary,single,0,native-born Italian,Buddhism,lower secondary,lower secondary,"birdwatching, baking","biology, art","chemistry, physics",1,low,19,low,15,low,55,moderate,38,moderate,Mistral Small 4,human,31,27,78,21,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
c18e6a6280,18,genderqueer,heterosexual,Philadelphia,full-time student,upper secondary,in a relationship,0,native-born American,Islam,vocational diploma,primary school,"football (calcio), volunteering, reading novels, hiking, board games","literature, art","physics, chemistry",25,low,78,high,72,high,79,high,26,low,Mistral Small 4,human,29,21,76,18,13,18,3.5,0.7222222222222222,0.325,0.3972222222222222,False,False
26d475c1d3,18,man,heterosexual,Milan,full-time student,vocational diploma,single,0,native-born Italian,Christianity,no formal education,primary school,"gardening, painting, classical music, travel","art, maths","biology, literature",2,low,12,low,80,high,3,low,11,low,Mistral Small 4,human,33,29,72,17,13,18,4.0,0.7222222222222222,0.55,0.1722222222222221,True,False
8c9566c9c1,19,man,heterosexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Islam,primary school,lower secondary,"travel, yoga, cycling, videogames","biology, economics","maths, art",58,moderate,7,low,43,moderate,80,high,70,high,Mistral Small 4,human,29,27,87,22,11,18,4.111111111111111,0.6111111111111112,0.5999999999999999,0.0111111111111112,False,True
19a5236043,19,man,heterosexual,Kansas City,unemployed,upper secondary,single,0,native-born American,Judaism,bachelor's degree,primary school,"gardening, rock climbing, cooking, reading novels","art, literature","physics, chemistry",79,high,88,high,78,high,34,moderate,27,low,Mistral Small 4,human,29,28,86,23,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
dc45d2a4c9,35,woman,heterosexual,Chicago,self-employed,bachelor's degree,married,2,native-born American,Christianity,upper secondary,PhD,"volunteering, cycling, knitting, videogames, photography","history, computer science","art, philosophy",13,low,18,low,4,low,0,low,16,low,Mistral Small 4,human,34,27,83,23,12,18,4.0,0.6666666666666666,0.55,0.1166666666666665,False,False
ea96b48f63,70,woman,asexual,Naples,self-employed,master's degree,married,2,native-born Italian,Hinduism,bachelor's degree,vocational diploma,"rock climbing, travel, running, baking, volunteering","philosophy, computer science","biology, chemistry",26,low,69,high,98,high,15,low,76,high,Mistral Small 4,human,34,37,58,21,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
a03787a7fb,40,non-binary,heterosexual,Philadelphia,part-time student,bachelor's degree,married,0,native-born American,Buddhism,upper secondary,PhD,"cooking, gardening","physics, chemistry","computer science, maths",100,high,85,high,28,low,78,high,96,high,Mistral Small 4,human,29,29,86,22,13,18,3.611111111111111,0.7222222222222222,0.375,0.3472222222222221,False,True
ae89419ce1,20,man,bisexual,Bologna,unemployed,vocational diploma,single,0,native-born Italian,Atheist,primary school,PhD,"knitting, running, board games, cycling, gardening","literature, physics","maths, economics",65,moderate,61,moderate,16,low,59,moderate,23,low,Mistral Small 4,human,23,28,76,17,14,18,3.388888888888889,0.7777777777777778,0.275,0.5027777777777778,False,True
a53318d041,18,man,heterosexual,Bologna,employed part-time,upper secondary,single,0,immigrant,Islam,master's degree,bachelor's degree,"cycling, rock climbing, hiking","art, literature","chemistry, economics",3,low,12,low,87,high,43,moderate,78,high,Mistral Small 4,human,31,27,87,21,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
6a75571aef,20,man,bisexual,Lecce,full-time student,bachelor's degree,single,0,native-born Italian,Hinduism,no formal education,primary school,"baking, football (calcio)","physics, economics","literature, history",66,moderate,77,high,74,high,90,high,2,low,Mistral Small 4,human,38,39,59,21,13,18,4.444444444444445,0.7222222222222222,0.7500000000000001,-0.0277777777777779,False,False
8b6900bb19,19,man,heterosexual,New York,unemployed,upper secondary,single,0,native-born American,Islam,upper secondary,no formal education,"photography, cycling, knitting, painting, rock climbing","physics, history","biology, chemistry",79,high,88,high,57,moderate,1,low,98,high,Mistral Small 4,human,33,37,84,25,11,18,3.888888888888889,0.6111111111111112,0.5,0.1111111111111111,False,False
1505c6c80c,23,man,heterosexual,Bologna,unemployed,lower secondary,single,0,native-born Italian,Buddhism,master's degree,no formal education,"knitting, cycling, classical music","literature, maths","computer science, chemistry",84,high,49,moderate,1,low,92,high,41,moderate,Mistral Small 4,human,36,27,83,22,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,True,False
b667b68602,35,woman,heterosexual,Naples,employed part-time,upper secondary,married,2,native-born Italian,Agnostic,vocational diploma,primary school,"classical music, photography, travel, running, yoga","physics, biology","computer science, maths",17,low,35,moderate,76,high,83,high,59,moderate,Mistral Small 4,human,31,32,80,15,13,18,3.1666666666666665,0.7222222222222222,0.1749999999999999,0.5472222222222223,False,True
ea7566e4c0,19,woman,heterosexual,Los Angeles,employed part-time,vocational diploma,single,0,immigrant,Islam,primary school,upper secondary,"hiking, rock climbing, board games","literature, history","biology, philosophy",13,low,38,moderate,14,low,27,low,46,moderate,Mistral Small 4,human,31,26,79,21,12,18,3.5555555555555554,0.6666666666666666,0.3499999999999999,0.3166666666666667,False,False
ea609eba8c,20,man,heterosexual,Bologna,full-time student,upper secondary,single,0,immigrant,Atheist,master's degree,vocational diploma,"reading novels, volunteering, cinema, rock climbing, cycling","economics, physics","maths, literature",53,moderate,92,high,65,moderate,66,moderate,3,low,Mistral Small 4,human,36,38,79,18,13,18,3.6666666666666665,0.7222222222222222,0.3999999999999999,0.3222222222222222,False,True
94f6522d5d,20,agender,heterosexual,Milan,employed part-time,upper secondary,single,0,native-born Italian,Buddhism,master's degree,master's degree,"reading novels, videogames","art, history","maths, philosophy",66,moderate,8,low,5,low,97,high,35,moderate,Mistral Small 4,human,29,27,75,16,13,18,3.5555555555555554,0.7222222222222222,0.3499999999999999,0.3722222222222223,False,True
45d5f11dd6,50,agender,heterosexual,Bari,unemployed,lower secondary,single,1,native-born Italian,Christianity,upper secondary,PhD,"board games, running, rock climbing","maths, art","physics, computer science",67,high,69,high,62,moderate,23,low,77,high,Mistral Small 4,human,34,33,52,29,13,18,4.555555555555555,0.7222222222222222,0.7999999999999999,-0.0777777777777777,True,False
9cbad4bbdc,35,woman,homosexual,Bologna,employed part-time,master's degree,married,0,immigrant,Islam,primary school,primary school,"volunteering, hiking, rock climbing","literature, physics","art, biology",16,low,23,low,67,high,57,moderate,6,low,Mistral Small 4,human,34,31,79,22,12,18,4.111111111111111,0.6666666666666666,0.5999999999999999,0.0666666666666667,False,False
35fb4aba95,60,woman,bisexual,Washington DC,self-employed,no formal education,married,1,native-born American,Judaism,bachelor's degree,bachelor's degree,"cinema, painting","physics, literature","chemistry, philosophy",52,moderate,88,high,29,low,80,high,26,low,Mistral Small 4,human,31,37,69,25,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
c5b2f98c5c,24,woman,homosexual,Bari,employed full-time,master's degree,single,0,immigrant,Islam,upper secondary,PhD,"volunteering, classical music","physics, art","computer science, maths",53,moderate,50,moderate,99,high,59,moderate,42,moderate,Mistral Small 4,human,21,30,80,25,15,18,3.9444444444444446,0.8333333333333334,0.5250000000000001,0.3083333333333332,False,True
e19fc425f6,25,woman,heterosexual,Bologna,full-time student,master's degree,married,1,immigrant,Islam,vocational diploma,primary school,"yoga, birdwatching, board games","chemistry, literature","art, philosophy",11,low,84,high,15,low,86,high,62,moderate,Mistral Small 4,human,39,37,75,23,13,18,3.6666666666666665,0.7222222222222222,0.3999999999999999,0.3222222222222222,False,False
dd1040b6ed,18,woman,heterosexual,Bologna,full-time student,upper secondary,single,0,immigrant,Judaism,no formal education,PhD,"football (calcio), gardening","art, computer science","history, biology",8,low,56,moderate,76,high,90,high,98,high,Mistral Small 4,human,36,36,87,27,12,18,4.055555555555555,0.6666666666666666,0.575,0.0916666666666666,False,False
b9ea1dacf2,19,man,heterosexual,Bari,full-time student,upper secondary,single,0,native-born Italian,Christianity,no formal education,primary school,"videogames, gardening, reading novels","biology, economics","physics, maths",97,high,49,moderate,22,low,65,moderate,94,high,Mistral Small 4,human,36,27,76,15,13,18,3.2777777777777777,0.7222222222222222,0.2249999999999999,0.4972222222222222,False,True
4110f50eaf,50,woman,heterosexual,Bari,employed part-time,lower secondary,widowed,1,native-born Italian,Islam,upper secondary,upper secondary,"birdwatching, board games, baking, cycling","economics, philosophy","biology, physics",27,low,3,low,30,low,11,low,51,moderate,Mistral Small 4,human,26,19,79,18,12,18,3.2222222222222223,0.6666666666666666,0.2,0.4666666666666665,False,False
1713434624,50,man,heterosexual,Washington DC,self-employed,bachelor's degree,married,2,native-born American,Atheist,vocational diploma,upper secondary,"volunteering, cooking, knitting, cycling","art, maths","literature, biology",32,low,87,high,74,high,76,high,72,high,Mistral Small 4,human,39,37,49,32,13,18,4.5,0.7222222222222222,0.775,-0.0527777777777778,True,False
6ad6711d7d,30,man,heterosexual,Bari,employed full-time,upper secondary,in a relationship,2,native-born Italian,Islam,upper secondary,lower secondary,"yoga, painting","literature, chemistry","computer science, physics",7,low,56,moderate,21,low,20,low,77,high,Mistral Small 4,human,31,27,88,23,12,18,3.7777777777777777,0.6666666666666666,0.4499999999999999,0.2166666666666666,False,False
20f6db8ea2,23,woman,heterosexual,Kansas City,self-employed,bachelor's degree,single,1,native-born American,Islam,bachelor's degree,PhD,"knitting, running","history, physics","economics, literature",54,moderate,51,moderate,47,moderate,65,moderate,25,low,Mistral Small 4,human,36,37,66,24,13,18,4.0,0.7222222222222222,0.55,0.1722222222222221,False,False
41c49f1cd1,21,genderqueer,asexual,Rome,full-time student,upper secondary,single,0,native-born Italian,Christianity,primary school,vocational diploma,"yoga, hiking, football (calcio), baking, birdwatching","art, biology","literature, economics",30,low,65,moderate,88,high,44,moderate,62,moderate,Mistral Small 4,human,36,33,77,22,14,18,3.9444444444444446,0.7777777777777778,0.5250000000000001,0.2527777777777776,False,False
1605258cc2,60,man,homosexual,Bologna,unemployed,upper secondary,married,2,native-born Italian,Atheist,PhD,bachelor's degree,"board games, photography, gardening, knitting","history, chemistry","literature, physics",37,moderate,43,moderate,90,high,58,moderate,79,high,Mistral Small 4,human,38,27,81,22,11,18,4.0,0.6111111111111112,0.55,0.0611111111111111,False,False
4460d4cd0f,25,man,heterosexual,New York,full-time student,bachelor's degree,single,0,native-born American,Islam,primary school,upper secondary,"cinema, volunteering, knitting, football (calcio)","literature, biology","philosophy, maths",67,high,52,moderate,57,moderate,23,low,26,low,Mistral Small 4,human,26,27,81,18,13,18,3.7777777777777777,0.7222222222222222,0.4499999999999999,0.2722222222222222,False,True
9f19317e71,22,man,heterosexual,Los Angeles,employed full-time,vocational diploma,in a relationship,0,native-born American,Judaism,bachelor's degree,PhD,"videogames, hiking","literature, art","computer science, physics",3,low,84,high,4,low,26,low,63,moderate,Mistral Small 4,human,29,24,78,15,12,18,3.4444444444444446,0.6666666666666666,0.3000000000000001,0.3666666666666665,False,False
2c801090a5,19,man,heterosexual,Bari,full-time student,vocational diploma,single,0,native-born Italian,Christianity,no formal education,upper secondary,"photography, cooking, videogames","economics, biology","philosophy, maths",50,moderate,70,high,90,high,12,low,22,low,Mistral Small 4,human,27,27,74,16,12,18,3.5,0.6666666666666666,0.325,0.3416666666666666,False,True
b69d1fb4ab,27,woman,heterosexual,Kansas City,employed full-time,vocational diploma,in a relationship,2,immigrant,Christianity,PhD,no formal education,"travel, cycling, baking, birdwatching, rock climbing","art, history","physics, computer science",75,high,93,high,35,moderate,24,low,38,moderate,Mistral Small 4,human,36,27,81,27,14,18,4.111111111111111,0.7777777777777778,0.5999999999999999,0.1777777777777779,False,False
1c6aedf014,25,man,bisexual,Kansas City,employed full-time,vocational diploma,single,1,immigrant,Hinduism,upper secondary,PhD,"board games, travel, photography","maths, history","chemistry, philosophy",95,high,32,low,69,high,45,moderate,30,low,Mistral Small 4,human,36,38,49,34,15,18,3.9444444444444446,0.8333333333333334,0.5250000000000001,0.3083333333333332,True,False
8c53d3c240,30,man,heterosexual,Chicago,self-employed,upper secondary,single,0,native-born American,Judaism,master's degree,primary school,"knitting, running, painting","history, economics","chemistry, computer science",80,high,4,low,20,low,14,low,67,high,Mistral Small 4,human,31,33,82,22,13,18,3.8333333333333335,0.7222222222222222,0.4750000000000001,0.2472222222222221,False,False
ffd9b21998,70,woman,heterosexual,Bologna,retired,bachelor's degree,married,2,native-born Italian,Agnostic,primary school,upper secondary,"travel, videogames, running, cooking, rock climbing","economics, art","history, chemistry",78,high,29,low,82,high,95,high,29,low,Mistral Small 4,human,39,30,79,22,11,18,3.611111111111111,0.6111111111111112,0.375,0.2361111111111111,False,False
cb596fbc42,19,woman,heterosexual,Rome,full-time student,upper secondary,single,0,native-born Italian,Hinduism,primary school,PhD,"knitting, cooking","physics, chemistry","literature, maths",68,high,8,low,7,low,14,low,11,low,Mistral Small 4,human,24,38,82,22,12,18,3.7777777777777777,0.6666666666666666,0.4499999999999999,0.2166666666666666,False,True
5104405870,25,man,heterosexual,Kansas City,self-employed,bachelor's degree,married,1,native-born American,Buddhism,master's degree,lower secondary,"reading novels, classical music, gardening, hiking, cinema","history, economics","art, literature",89,high,16,low,93,high,9,low,41,moderate,Mistral Small 4,human,36,37,78,28,13,18,3.388888888888889,0.7222222222222222,0.275,0.4472222222222222,False,False
00e389ef1c,30,man,homosexual,New York,employed full-time,vocational diploma,single,1,immigrant,Islam,lower secondary,PhD,"cinema, cooking","literature, physics","economics, chemistry",27,low,12,low,75,high,20,low,61,moderate,Mistral Small 4,human,33,32,82,16,13,18,3.5555555555555554,0.7222222222222222,0.3499999999999999,0.3722222222222223,False,False
5f1f0729f4,28,man,heterosexual,Philadelphia,employed full-time,upper secondary,single,0,native-born American,Islam,primary school,upper secondary,"classical music, reading novels, yoga","history, chemistry","maths, computer science",64,moderate,37,moderate,16,low,48,moderate,72,high,Mistral Small 4,human,27,24,83,18,15,18,3.888888888888889,0.8333333333333334,0.5,0.3333333333333333,False,True
d8e14f734f,25,man,asexual,Chicago,employed full-time,bachelor's degree,married,0,native-born American,Atheist,lower secondary,upper secondary,"gardening, classical music, rock climbing, cooking, knitting","economics, biology","art, literature",35,moderate,15,low,90,high,79,high,47,moderate,Mistral Small 4,human,36,37,82,23,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
b76746e7b8,30,agender,heterosexual,Philadelphia,employed full-time,bachelor's degree,in a relationship,0,native-born American,Islam,bachelor's degree,bachelor's degree,"classical music, reading novels","philosophy, art","biology, chemistry",17,low,10,low,76,high,45,moderate,55,moderate,Mistral Small 4,human,27,27,79,25,15,18,3.9444444444444446,0.8333333333333334,0.5250000000000001,0.3083333333333332,False,False
b2bebf485a,50,man,bisexual,Bari,employed full-time,vocational diploma,divorced,2,native-born Italian,Atheist,no formal education,upper secondary,"baking, photography, reading novels, yoga, knitting","biology, economics","physics, philosophy",43,moderate,84,high,47,moderate,94,high,84,high,Mistral Small 4,human,36,35,81,22,11,18,3.8333333333333335,0.6111111111111112,0.4750000000000001,0.136111111111111,False,False
1146c3a770,27,man,heterosexual,New York,unemployed,bachelor's degree,married,1,immigrant,Atheist,PhD,vocational diploma,"photography, classical music, board games, cinema","biology, economics","literature, physics",18,low,92,high,82,high,63,moderate,17,low,Mistral Small 4,human,36,32,77,21,13,18,4.222222222222222,0.7222222222222222,0.65,0.0722222222222221,False,False
ec39bb2d54,23,woman,heterosexual,New York,unemployed,bachelor's degree,single,0,native-born American,Atheist,primary school,upper secondary,"painting, baking","chemistry, economics","history, biology",96,high,38,moderate,88,high,43,moderate,79,high,Mistral Small 4,human,34,35,82,22,13,18,3.888888888888889,0.7222222222222222,0.5,0.2222222222222222,False,False
a225d5784a,21,genderqueer,homosexual,Kansas City,full-time student,upper secondary,single,0,native-born American,Atheist,upper secondary,PhD,"travel, cinema, birdwatching, hiking, board games","physics, maths","biology, computer science",11,low,40,moderate,66,moderate,92,high,80,high,Mistral Small 4,human,34,37,89,24,13,18,3.6666666666666665,0.7222222222222222,0.3999999999999999,0.3222222222222222,True,False
381444572b,19,woman,homosexual,Chicago,employed part-time,upper secondary,in a relationship,1,native-born American,Christianity,upper secondary,primary school,"painting, football (calcio), cooking, reading novels, hiking","art, literature","physics, maths",8,low,5,low,14,low,4,low,36,moderate,Mistral Small 4,human,29,23,78,17,14,18,3.1666666666666665,0.7777777777777778,0.1749999999999999,0.6027777777777779,False,True
17ac3fa77d,50,man,bisexual,Lecce,employed full-time,lower secondary,married,0,immigrant,Agnostic,bachelor's degree,master's degree,"knitting, board games, football (calcio), travel, volunteering","physics, art","economics, biology",4,low,56,moderate,92,high,74,high,40,moderate,Mistral Small 4,human,31,26,79,21,12,18,3.9444444444444446,0.6666666666666666,0.5250000000000001,0.1416666666666665,False,False
0152e1574a,23,man,heterosexual,Lecce,employed full-time,upper secondary,single,0,native-born Italian,Islam,lower secondary,primary school,"knitting, classical music, birdwatching, videogames","maths, art","economics, literature",47,moderate,31,low,74,high,84,high,28,low,Mistral Small 4,human,36,38,46,27,12,18,4.333333333333333,0.6666666666666666,0.6999999999999998,-0.0333333333333332,True,False
ccadd5c3d1,24,woman,heterosexual,Milan,employed full-time,upper secondary,in a relationship,0,immigrant,Hinduism,PhD,vocational diploma,"football (calcio), birdwatching","biology, philosophy","computer science, chemistry",55,moderate,5,low,8,low,57,moderate,64,moderate,Mistral Small 4,human,39,32,76,21,13,18,3.611111111111111,0.7222222222222222,0.375,0.3472222222222221,False,False
86ecf2e71b,19,woman,heterosexual,Naples,part-time student,lower secondary,single,0,native-born Italian,Judaism,primary school,bachelor's degree,"rock climbing, travel, knitting, board games, videogames","philosophy, maths","physics, chemistry",54,moderate,70,high,85,high,74,high,21,low,Mistral Small 4,human,36,37,49,30,12,18,4.111111111111111,0.6666666666666666,0.5999999999999999,0.0666666666666667,True,False
25eacb3ea0,23,woman,homosexual,Naples,employed full-time,upper secondary,in a relationship,0,native-born Italian,Agnostic,PhD,upper secondary,"reading novels, knitting, cooking, hiking","chemistry, art","biology, computer science",46,moderate,41,moderate,68,high,84,high,78,high,Mistral Small 4,human,36,27,76,22,12,18,4.111111111111111,0.6666666666666666,0.5999999999999999,0.0666666666666667,False,False
