run_id,model_name,mode,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level,amas_score,mseaq_score,anxiety_score,anxiety_level,gender_level
35fb4aba95,mistral-small-latest,human,60,woman,bisexual,Washington DC,self-employed,no formal education,married,1,native-born American,Judaism,bachelor's degree,bachelor's degree,"cinema, painting","physics, literature","chemistry, philosophy",52,moderate,88,high,29,low,80,high,26,low,31.0,69.0,100.0,low_anxiety,female
c5b2f98c5c,mistral-small-latest,human,24,woman,homosexual,Bari,employed full-time,master's degree,single,0,immigrant,Islam,upper secondary,PhD,"volunteering, classical music","physics, art","computer science, maths",53,moderate,50,moderate,99,high,59,moderate,42,moderate,21.0,80.0,101.0,low_anxiety,female
4110f50eaf,mistral-small-latest,human,50,woman,heterosexual,Bari,employed part-time,lower secondary,widowed,1,native-born Italian,Islam,upper secondary,upper secondary,"birdwatching, board games, baking, cycling","economics, philosophy","biology, physics",27,low,3,low,30,low,11,low,51,moderate,26.0,79.0,105.0,low_anxiety,female
1713434624,mistral-small-latest,human,50,man,heterosexual,Washington DC,self-employed,bachelor's degree,married,2,native-born American,Atheist,vocational diploma,upper secondary,"volunteering, cooking, knitting, cycling","art, maths","literature, biology",32,low,87,high,74,high,76,high,72,high,39.0,49.0,88.0,low_anxiety,male
20f6db8ea2,mistral-small-latest,human,23,woman,heterosexual,Kansas City,self-employed,bachelor's degree,single,1,native-born American,Islam,bachelor's degree,PhD,"knitting, running","history, physics","economics, literature",54,moderate,51,moderate,47,moderate,65,moderate,25,low,36.0,66.0,102.0,low_anxiety,female
4460d4cd0f,mistral-small-latest,human,25,man,heterosexual,New York,full-time student,bachelor's degree,single,0,native-born American,Islam,primary school,upper secondary,"cinema, volunteering, knitting, football (calcio)","literature, biology","philosophy, maths",67,high,52,moderate,57,moderate,23,low,26,low,26.0,81.0,107.0,low_anxiety,male
9f19317e71,mistral-small-latest,human,22,man,heterosexual,Los Angeles,employed full-time,vocational diploma,in a relationship,0,native-born American,Judaism,bachelor's degree,PhD,"videogames, hiking","literature, art","computer science, physics",3,low,84,high,4,low,26,low,63,moderate,29.0,78.0,107.0,low_anxiety,male
2c801090a5,mistral-small-latest,human,19,man,heterosexual,Bari,full-time student,vocational diploma,single,0,native-born Italian,Christianity,no formal education,upper secondary,"photography, cooking, videogames","economics, biology","philosophy, maths",50,moderate,70,high,90,high,12,low,22,low,27.0,74.0,101.0,low_anxiety,male
1c6aedf014,mistral-small-latest,human,25,man,bisexual,Kansas City,employed full-time,vocational diploma,single,1,immigrant,Hinduism,upper secondary,PhD,"board games, travel, photography","maths, history","chemistry, philosophy",95,high,32,low,69,high,45,moderate,30,low,36.0,49.0,85.0,low_anxiety,male
cb596fbc42,mistral-small-latest,human,19,woman,heterosexual,Rome,full-time student,upper secondary,single,0,native-born Italian,Hinduism,primary school,PhD,"knitting, cooking","physics, chemistry","literature, maths",68,high,8,low,7,low,14,low,11,low,24.0,82.0,106.0,low_anxiety,female
5f1f0729f4,mistral-small-latest,human,28,man,heterosexual,Philadelphia,employed full-time,upper secondary,single,0,native-born American,Islam,primary school,upper secondary,"classical music, reading novels, yoga","history, chemistry","maths, computer science",64,moderate,37,moderate,16,low,48,moderate,72,high,27.0,83.0,110.0,low_anxiety,male
b76746e7b8,mistral-small-latest,human,30,agender,heterosexual,Philadelphia,employed full-time,bachelor's degree,in a relationship,0,native-born American,Islam,bachelor's degree,bachelor's degree,"classical music, reading novels","philosophy, art","biology, chemistry",17,low,10,low,76,high,45,moderate,55,moderate,27.0,79.0,106.0,low_anxiety,other
381444572b,mistral-small-latest,human,19,woman,homosexual,Chicago,employed part-time,upper secondary,in a relationship,1,native-born American,Christianity,upper secondary,primary school,"painting, football (calcio), cooking, reading novels, hiking","art, literature","physics, maths",8,low,5,low,14,low,4,low,36,moderate,29.0,78.0,107.0,low_anxiety,female
17ac3fa77d,mistral-small-latest,human,50,man,bisexual,Lecce,employed full-time,lower secondary,married,0,immigrant,Agnostic,bachelor's degree,master's degree,"knitting, board games, football (calcio), travel, volunteering","physics, art","economics, biology",4,low,56,moderate,92,high,74,high,40,moderate,31.0,79.0,110.0,low_anxiety,male
0152e1574a,mistral-small-latest,human,23,man,heterosexual,Lecce,employed full-time,upper secondary,single,0,native-born Italian,Islam,lower secondary,primary school,"knitting, classical music, birdwatching, videogames","maths, art","economics, literature",47,moderate,31,low,74,high,84,high,28,low,36.0,46.0,82.0,low_anxiety,male
86ecf2e71b,mistral-small-latest,human,19,woman,heterosexual,Naples,part-time student,lower secondary,single,0,native-born Italian,Judaism,primary school,bachelor's degree,"rock climbing, travel, knitting, board games, videogames","philosophy, maths","physics, chemistry",54,moderate,70,high,85,high,74,high,21,low,36.0,49.0,85.0,low_anxiety,female
ba6c6cef38,mistral-small-latest,human,19,transgender,heterosexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Atheist,primary school,master's degree,"travel, rock climbing","maths, philosophy","physics, literature",68,high,95,high,59,moderate,73,high,51,moderate,38.0,43.0,81.0,low_anxiety,other
5102ecef45,mistral-small-latest,human,19,man,heterosexual,New York,employed part-time,bachelor's degree,single,0,native-born American,Islam,bachelor's degree,primary school,"volunteering, classical music, birdwatching, knitting, hiking","philosophy, maths","history, chemistry",83,high,1,low,97,high,100,high,76,high,36.0,42.0,78.0,low_anxiety,male
612e2c17a8,mistral-small-latest,human,21,man,asexual,New York,full-time student,bachelor's degree,single,0,immigrant,Hinduism,primary school,upper secondary,"cinema, reading novels, yoga, cooking","art, computer science","biology, literature",8,low,37,moderate,46,moderate,28,low,54,moderate,32.0,71.0,103.0,low_anxiety,male
c683b666da,mistral-small-latest,human,18,non-binary,heterosexual,New York,full-time student,upper secondary,single,0,native-born American,Islam,bachelor's degree,lower secondary,"cycling, football (calcio)","history, maths","physics, computer science",89,high,86,high,10,low,71,high,0,low,33.0,40.0,73.0,low_anxiety,other
4c9412d5ae,mistral-small-latest,human,21,man,asexual,Lecce,unemployed,bachelor's degree,single,0,native-born Italian,Atheist,vocational diploma,upper secondary,"knitting, hiking, travel, gardening","biology, economics","chemistry, philosophy",93,high,31,low,21,low,66,moderate,11,low,31.0,77.0,108.0,low_anxiety,male
18d6f32f49,mistral-small-latest,human,18,man,bisexual,Philadelphia,full-time student,vocational diploma,single,0,native-born American,Islam,PhD,master's degree,"gardening, travel","philosophy, history","literature, biology",50,moderate,15,low,26,low,82,high,28,low,33.0,66.0,99.0,low_anxiety,male
87fa870d1e,mistral-small-latest,human,23,woman,homosexual,Bologna,employed full-time,vocational diploma,single,0,immigrant,Christianity,primary school,PhD,"volunteering, board games","literature, chemistry","art, computer science",7,low,28,low,28,low,93,high,70,high,29.0,81.0,110.0,low_anxiety,female
77e129a27d,mistral-small-latest,human,19,woman,heterosexual,Kansas City,employed part-time,upper secondary,single,0,native-born American,Islam,no formal education,primary school,"travel, photography","computer science, art","economics, maths",78,high,69,high,59,moderate,20,low,24,low,23.0,82.0,105.0,low_anxiety,female
6760651aba,mistral-small-latest,human,18,woman,heterosexual,Kansas City,unemployed,vocational diploma,single,0,native-born American,Islam,primary school,no formal education,"cinema, football (calcio), knitting","economics, literature","maths, physics",81,high,36,moderate,6,low,88,high,3,low,27.0,78.0,105.0,low_anxiety,female
bf13f7bd81,mistral-small-latest,human,35,man,asexual,Lecce,employed full-time,upper secondary,single,1,native-born Italian,Islam,upper secondary,vocational diploma,"running, photography","computer science, physics","economics, art",70,high,32,low,16,low,17,low,9,low,36.0,50.0,86.0,low_anxiety,male
8a32ce30c4,mistral-small-latest,human,18,man,heterosexual,Kansas City,full-time student,vocational diploma,single,1,immigrant,Agnostic,no formal education,no formal education,"board games, cinema","computer science, chemistry","literature, art",30,low,69,high,52,moderate,83,high,40,moderate,34.0,74.0,108.0,low_anxiety,male
334710f365,mistral-small-latest,human,21,woman,heterosexual,Naples,full-time student,bachelor's degree,in a relationship,0,native-born Italian,Agnostic,no formal education,primary school,"gardening, videogames, travel, rock climbing, volunteering","maths, computer science","art, literature",79,high,63,moderate,93,high,37,moderate,10,low,35.0,51.0,86.0,low_anxiety,female
62f526ca76,mistral-small-latest,human,21,woman,bisexual,Washington DC,full-time student,bachelor's degree,single,0,immigrant,Islam,PhD,PhD,"photography, travel, videogames","physics, economics","philosophy, history",61,moderate,26,low,49,moderate,84,high,21,low,36.0,68.0,104.0,low_anxiety,female
9cb8483fe9,mistral-small-latest,human,27,woman,heterosexual,Bologna,employed full-time,upper secondary,in a relationship,0,immigrant,Islam,master's degree,no formal education,"volunteering, photography","physics, maths","art, literature",68,high,64,moderate,18,low,26,low,69,high,36.0,61.0,97.0,low_anxiety,female
62ca4bfde8,mistral-small-latest,human,22,woman,heterosexual,New York,full-time student,bachelor's degree,single,2,native-born American,Atheist,primary school,lower secondary,"volunteering, rock climbing","history, physics","chemistry, maths",23,low,44,moderate,97,high,32,low,40,moderate,29.0,81.0,110.0,low_anxiety,female
12d6da35cd,mistral-small-latest,human,23,genderqueer,asexual,Philadelphia,full-time student,master's degree,single,0,native-born American,Islam,vocational diploma,no formal education,"classical music, birdwatching, yoga, volunteering","history, physics","chemistry, literature",62,moderate,34,moderate,9,low,1,low,32,low,33.0,62.0,95.0,low_anxiety,other
de5d734db6,mistral-small-latest,human,27,man,asexual,Los Angeles,employed full-time,lower secondary,in a relationship,0,native-born American,Buddhism,no formal education,PhD,"rock climbing, travel, photography, knitting, baking","physics, philosophy","biology, art",74,high,63,moderate,61,moderate,95,high,61,moderate,33.0,77.0,110.0,low_anxiety,male
cd45a5322b,mistral-small-latest,human,23,woman,heterosexual,Chicago,employed full-time,bachelor's degree,single,0,native-born American,Hinduism,master's degree,primary school,"yoga, rock climbing, videogames, cinema","chemistry, computer science","physics, philosophy",23,low,85,high,65,moderate,78,high,83,high,36.0,74.0,110.0,low_anxiety,female
dca1218603,mistral-small-latest,human,20,woman,heterosexual,Naples,full-time student,bachelor's degree,single,0,native-born Italian,Agnostic,master's degree,no formal education,"football (calcio), hiking","history, computer science","literature, art",51,moderate,28,low,42,moderate,52,moderate,55,moderate,31.0,77.0,108.0,low_anxiety,female
2660aa8457,mistral-small-latest,human,50,man,bisexual,Naples,employed full-time,master's degree,married,1,native-born Italian,Christianity,master's degree,no formal education,"birdwatching, travel, board games, football (calcio)","maths, biology","art, history",18,low,86,high,29,low,34,moderate,54,moderate,36.0,43.0,79.0,low_anxiety,male
cf3fe39443,mistral-small-latest,human,21,man,homosexual,Bologna,full-time student,upper secondary,single,0,native-born Italian,Islam,primary school,bachelor's degree,"reading novels, gardening, running, cycling, yoga","history, economics","physics, maths",95,high,10,low,57,moderate,60,moderate,64,moderate,29.0,79.0,108.0,low_anxiety,male
b8340f3e66,mistral-small-latest,human,18,woman,heterosexual,Chicago,full-time student,vocational diploma,single,0,native-born American,Agnostic,upper secondary,lower secondary,"cooking, yoga, football (calcio)","literature, art","chemistry, economics",90,high,38,moderate,60,moderate,44,moderate,23,low,29.0,66.0,95.0,low_anxiety,female
9fd82fcc66,mistral-small-latest,human,24,agender,heterosexual,Lecce,employed part-time,vocational diploma,in a relationship,0,immigrant,Atheist,upper secondary,lower secondary,"volunteering, videogames, gardening","history, maths","literature, physics",49,moderate,94,high,14,low,54,moderate,30,low,36.0,50.0,86.0,low_anxiety,other
94d18415b2,mistral-small-latest,human,27,man,heterosexual,Los Angeles,employed part-time,bachelor's degree,in a relationship,1,native-born American,Christianity,upper secondary,master's degree,"board games, baking, reading novels","physics, computer science","history, philosophy",80,high,37,moderate,2,low,73,high,44,moderate,36.0,57.0,93.0,low_anxiety,male
784bb21b2c,mistral-small-latest,human,20,non-binary,homosexual,Washington DC,full-time student,upper secondary,single,0,native-born American,Islam,vocational diploma,primary school,"rock climbing, travel, board games","computer science, physics","economics, philosophy",18,low,60,moderate,10,low,58,moderate,93,high,29.0,78.0,107.0,low_anxiety,other
79ef7f0f36,mistral-small-latest,human,40,non-binary,homosexual,Kansas City,employed part-time,upper secondary,married,0,native-born American,Buddhism,primary school,bachelor's degree,"birdwatching, videogames, cooking, running","biology, economics","maths, art",54,moderate,47,moderate,59,moderate,27,low,37,moderate,29.0,74.0,103.0,low_anxiety,other
5d88c10320,mistral-small-latest,human,18,agender,asexual,Rome,full-time student,vocational diploma,single,0,native-born Italian,Christianity,lower secondary,no formal education,"baking, photography","economics, maths","literature, biology",71,high,48,moderate,85,high,16,low,99,high,34.0,64.0,98.0,low_anxiety,other
86df3d72ed,mistral-small-latest,human,25,man,asexual,Washington DC,self-employed,bachelor's degree,married,0,native-born American,Buddhism,lower secondary,lower secondary,"painting, birdwatching, yoga","maths, art","literature, biology",31,low,6,low,97,high,43,moderate,6,low,33.0,49.0,82.0,low_anxiety,male
7ab11f4ac0,mistral-small-latest,human,70,man,heterosexual,Kansas City,retired,lower secondary,widowed,2,native-born American,Judaism,no formal education,lower secondary,"birdwatching, cinema, football (calcio), gardening","maths, history","chemistry, biology",70,high,6,low,29,low,75,high,88,high,33.0,50.0,83.0,low_anxiety,male
9efdd89687,mistral-small-latest,human,70,man,heterosexual,Chicago,retired,no formal education,divorced,2,immigrant,Atheist,primary school,master's degree,"travel, knitting, cycling, reading novels, hiking","physics, economics","maths, history",19,low,72,high,96,high,66,moderate,29,low,22.0,87.0,109.0,low_anxiety,male
20556b8fd6,mistral-small-latest,human,25,woman,asexual,Kansas City,employed full-time,upper secondary,in a relationship,0,native-born American,Hinduism,vocational diploma,PhD,"baking, volunteering, classical music, knitting","literature, art","computer science, physics",0,low,26,low,50,moderate,52,moderate,37,moderate,27.0,80.0,107.0,low_anxiety,female
26c6a39ec0,mistral-small-latest,human,19,man,bisexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Islam,PhD,PhD,"board games, gardening, photography, cooking, cinema","maths, physics","biology, economics",38,moderate,9,low,76,high,16,low,72,high,36.0,49.0,85.0,low_anxiety,male
66de6629bf,mistral-small-latest,human,30,woman,heterosexual,Lecce,self-employed,lower secondary,in a relationship,1,native-born Italian,Buddhism,upper secondary,bachelor's degree,"travel, painting","maths, biology","history, computer science",86,high,78,high,85,high,3,low,68,high,36.0,64.0,100.0,low_anxiety,female
a78d5e9465,mistral-small-latest,human,21,genderqueer,heterosexual,New York,full-time student,upper secondary,married,1,immigrant,Christianity,primary school,master's degree,"gardening, rock climbing, baking, running, reading novels","art, philosophy","maths, chemistry",48,moderate,49,moderate,37,moderate,26,low,36,moderate,29.0,77.0,106.0,low_anxiety,other
60c63c84d3,mistral-small-latest,human,24,non-binary,homosexual,Bologna,full-time student,bachelor's degree,single,0,native-born Italian,Judaism,primary school,upper secondary,"hiking, yoga, painting, knitting","economics, history","maths, computer science",65,moderate,25,low,37,moderate,74,high,74,high,26.0,82.0,108.0,low_anxiety,other
200232da25,mistral-small-latest,human,30,transgender,asexual,Bologna,employed full-time,lower secondary,married,2,immigrant,Islam,bachelor's degree,no formal education,"travel, football (calcio)","biology, computer science","literature, maths",67,high,50,moderate,37,moderate,42,moderate,12,low,32.0,74.0,106.0,low_anxiety,other
6409142f83,mistral-small-latest,human,21,man,heterosexual,Bologna,unemployed,upper secondary,single,0,native-born Italian,Islam,primary school,no formal education,"photography, classical music","economics, chemistry","maths, literature",33,moderate,82,high,49,moderate,58,moderate,55,moderate,27.0,80.0,107.0,low_anxiety,male
3857b95e2a,mistral-small-latest,human,30,woman,heterosexual,Naples,employed full-time,upper secondary,single,1,native-born Italian,Hinduism,master's degree,bachelor's degree,"cinema, cycling, running","art, economics","chemistry, computer science",90,high,10,low,9,low,48,moderate,1,low,27.0,82.0,109.0,low_anxiety,female
a664a6e558,mistral-small-latest,human,35,man,heterosexual,Chicago,employed full-time,lower secondary,married,2,immigrant,Hinduism,upper secondary,PhD,"gardening, running, rock climbing","history, philosophy","art, physics",62,moderate,46,moderate,45,moderate,68,high,53,moderate,34.0,75.0,109.0,low_anxiety,male
b1ea7136ca,mistral-small-latest,human,22,man,heterosexual,Bari,part-time student,bachelor's degree,single,0,immigrant,Islam,PhD,vocational diploma,"reading novels, rock climbing, board games, yoga, baking","history, philosophy","literature, economics",40,moderate,57,moderate,27,low,58,moderate,75,high,29.0,74.0,103.0,low_anxiety,male
be724698ef,mistral-small-latest,human,70,woman,bisexual,Milan,retired,vocational diploma,divorced,1,native-born Italian,Islam,upper secondary,lower secondary,"yoga, baking, board games","maths, computer science","philosophy, physics",28,low,3,low,63,moderate,76,high,29,low,31.0,38.0,69.0,low_anxiety,female
0f86039a44,mistral-small-latest,human,18,woman,heterosexual,Chicago,full-time student,vocational diploma,single,0,native-born American,Hinduism,bachelor's degree,PhD,"travel, football (calcio), videogames","economics, art","history, computer science",24,low,88,high,15,low,24,low,14,low,27.0,82.0,109.0,low_anxiety,female
855cf71b85,mistral-small-latest,human,19,woman,heterosexual,Chicago,employed part-time,vocational diploma,single,0,native-born American,Buddhism,bachelor's degree,master's degree,"baking, gardening, hiking, classical music, running","maths, physics","literature, economics",79,high,46,moderate,19,low,38,moderate,86,high,36.0,60.0,96.0,low_anxiety,female
fbf5b84489,mistral-small-latest,human,22,woman,heterosexual,Los Angeles,employed full-time,vocational diploma,in a relationship,0,native-born American,Islam,lower secondary,no formal education,"cinema, rock climbing, football (calcio), baking","biology, maths","history, literature",2,low,9,low,38,moderate,62,moderate,77,high,36.0,49.0,85.0,low_anxiety,female
a4f6f09ade,mistral-small-latest,human,50,transgender,heterosexual,Bari,unemployed,upper secondary,married,0,immigrant,Christianity,no formal education,no formal education,"videogames, gardening, board games","biology, history","physics, maths",37,moderate,54,moderate,27,low,6,low,24,low,29.0,78.0,107.0,low_anxiety,other
63f319f3c3,mistral-small-latest,human,27,non-binary,heterosexual,Naples,employed part-time,primary school,single,0,native-born Italian,Islam,master's degree,no formal education,"cooking, cinema, gardening, running, hiking","maths, art","physics, computer science",53,moderate,39,moderate,48,moderate,18,low,16,low,23.0,50.0,73.0,low_anxiety,other
c08aac8f7b,mistral-small-latest,human,18,man,heterosexual,New York,full-time student,vocational diploma,in a relationship,0,native-born American,Christianity,vocational diploma,no formal education,"cooking, gardening, photography, cycling","philosophy, maths","literature, computer science",69,high,97,high,14,low,15,low,73,high,32.0,56.0,88.0,low_anxiety,male
aeb9d8a602,mistral-small-latest,human,28,man,asexual,Bari,self-employed,bachelor's degree,single,1,native-born Italian,Judaism,vocational diploma,upper secondary,"travel, cycling, board games, painting","maths, biology","history, literature",36,moderate,34,moderate,9,low,25,low,65,moderate,33.0,47.0,80.0,low_anxiety,male
85f3ddfdfd,mistral-small-latest,human,70,man,heterosexual,Milan,retired,vocational diploma,married,2,native-born Italian,Islam,bachelor's degree,primary school,"board games, reading novels, baking","biology, chemistry","maths, history",97,high,41,moderate,88,high,30,low,21,low,22.0,75.0,97.0,low_anxiety,male
5ccd3f41aa,mistral-small-latest,human,30,woman,heterosexual,Washington DC,employed full-time,vocational diploma,single,1,native-born American,Atheist,vocational diploma,upper secondary,"videogames, gardening, football (calcio)","physics, maths","biology, art",34,moderate,68,high,90,high,10,low,81,high,36.0,51.0,87.0,low_anxiety,female
3ded43984a,mistral-small-latest,human,19,man,heterosexual,Philadelphia,full-time student,upper secondary,single,1,native-born American,Islam,bachelor's degree,upper secondary,"hiking, photography, travel","computer science, maths","history, biology",33,moderate,32,low,0,low,6,low,55,moderate,31.0,55.0,86.0,low_anxiety,male
3f49be64c6,mistral-small-latest,human,50,man,heterosexual,Lecce,employed full-time,upper secondary,in a relationship,2,native-born Italian,Hinduism,upper secondary,bachelor's degree,"travel, cinema, birdwatching","chemistry, art","computer science, literature",8,low,86,high,37,moderate,55,moderate,34,moderate,32.0,68.0,100.0,low_anxiety,male
83687cb975,mistral-small-latest,human,35,woman,heterosexual,Bologna,self-employed,bachelor's degree,married,1,native-born Italian,Christianity,primary school,PhD,"knitting, cooking, painting, yoga, board games","history, biology","philosophy, literature",69,high,84,high,32,low,3,low,28,low,34.0,75.0,109.0,low_anxiety,female
2bb69c9273,mistral-small-latest,human,20,woman,asexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Islam,master's degree,bachelor's degree,"classical music, cycling","computer science, history","economics, art",84,high,25,low,49,moderate,87,high,21,low,33.0,76.0,109.0,low_anxiety,female
966b95d882,mistral-small-latest,human,29,transgender,homosexual,Washington DC,employed part-time,vocational diploma,in a relationship,1,native-born American,Islam,master's degree,primary school,"travel, gardening, cinema, board games, rock climbing","physics, chemistry","maths, philosophy",44,moderate,64,moderate,84,high,9,low,18,low,29.0,79.0,108.0,low_anxiety,other
246cb5ef43,mistral-small-latest,human,60,woman,heterosexual,Milan,self-employed,PhD,widowed,1,native-born Italian,Islam,primary school,vocational diploma,"birdwatching, football (calcio), rock climbing, yoga, baking","maths, art","philosophy, chemistry",82,high,60,moderate,5,low,94,high,84,high,38.0,54.0,92.0,low_anxiety,female
