run_id,model_name,mode,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level,amas_score,mseaq_score,anxiety_score,anxiety_level,gender_level
2f1940fc37,mistral-small-latest,human,29,woman,asexual,New York,employed part-time,bachelor's degree,single,0,native-born American,Islam,PhD,vocational diploma,"volunteering, running","literature, physics","art, philosophy",79,high,53,moderate,53,moderate,79,high,30,low,36.0,82.0,118.0,high_anxiety,female
2a079c1712,mistral-small-latest,human,23,genderqueer,heterosexual,Chicago,part-time student,master's degree,married,1,native-born American,Judaism,PhD,vocational diploma,"volunteering, board games","literature, history","economics, philosophy",92,high,72,high,99,high,9,low,61,moderate,29.0,87.0,116.0,high_anxiety,other
8c9566c9c1,mistral-small-latest,human,19,man,heterosexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Islam,primary school,lower secondary,"travel, yoga, cycling, videogames","biology, economics","maths, art",58,moderate,7,low,43,moderate,80,high,70,high,29.0,87.0,116.0,high_anxiety,male
19a5236043,mistral-small-latest,human,19,man,heterosexual,Kansas City,unemployed,upper secondary,single,0,native-born American,Judaism,bachelor's degree,primary school,"gardening, rock climbing, cooking, reading novels","art, literature","physics, chemistry",79,high,88,high,78,high,34,moderate,27,low,29.0,86.0,115.0,high_anxiety,male
dc45d2a4c9,mistral-small-latest,human,35,woman,heterosexual,Chicago,self-employed,bachelor's degree,married,2,native-born American,Christianity,upper secondary,PhD,"volunteering, cycling, knitting, videogames, photography","history, computer science","art, philosophy",13,low,18,low,4,low,0,low,16,low,34.0,83.0,117.0,high_anxiety,female
a03787a7fb,mistral-small-latest,human,40,non-binary,heterosexual,Philadelphia,part-time student,bachelor's degree,married,0,native-born American,Buddhism,upper secondary,PhD,"cooking, gardening","physics, chemistry","computer science, maths",100,high,85,high,28,low,78,high,96,high,29.0,86.0,115.0,high_anxiety,other
a53318d041,mistral-small-latest,human,18,man,heterosexual,Bologna,employed part-time,upper secondary,single,0,immigrant,Islam,master's degree,bachelor's degree,"cycling, rock climbing, hiking","art, literature","chemistry, economics",3,low,12,low,87,high,43,moderate,78,high,31.0,87.0,118.0,high_anxiety,male
8b6900bb19,mistral-small-latest,human,19,man,heterosexual,New York,unemployed,upper secondary,single,0,native-born American,Islam,upper secondary,no formal education,"photography, cycling, knitting, painting, rock climbing","physics, history","biology, chemistry",79,high,88,high,57,moderate,1,low,98,high,33.0,84.0,117.0,high_anxiety,male
1505c6c80c,mistral-small-latest,human,23,man,heterosexual,Bologna,unemployed,lower secondary,single,0,native-born Italian,Buddhism,master's degree,no formal education,"knitting, cycling, classical music","literature, maths","computer science, chemistry",84,high,49,moderate,1,low,92,high,41,moderate,36.0,83.0,119.0,high_anxiety,male
b667b68602,mistral-small-latest,human,35,woman,heterosexual,Naples,employed part-time,upper secondary,married,2,native-born Italian,Agnostic,vocational diploma,primary school,"classical music, photography, travel, running, yoga","physics, biology","computer science, maths",17,low,35,moderate,76,high,83,high,59,moderate,31.0,80.0,111.0,high_anxiety,female
ea609eba8c,mistral-small-latest,human,20,man,heterosexual,Bologna,full-time student,upper secondary,single,0,immigrant,Atheist,master's degree,vocational diploma,"reading novels, volunteering, cinema, rock climbing, cycling","economics, physics","maths, literature",53,moderate,92,high,65,moderate,66,moderate,3,low,36.0,79.0,115.0,high_anxiety,male
9cbad4bbdc,mistral-small-latest,human,35,woman,homosexual,Bologna,employed part-time,master's degree,married,0,immigrant,Islam,primary school,primary school,"volunteering, hiking, rock climbing","literature, physics","art, biology",16,low,23,low,67,high,57,moderate,6,low,34.0,79.0,113.0,high_anxiety,female
e19fc425f6,mistral-small-latest,human,25,woman,heterosexual,Bologna,full-time student,master's degree,married,1,immigrant,Islam,vocational diploma,primary school,"yoga, birdwatching, board games","chemistry, literature","art, philosophy",11,low,84,high,15,low,86,high,62,moderate,39.0,75.0,114.0,high_anxiety,female
dd1040b6ed,mistral-small-latest,human,18,woman,heterosexual,Bologna,full-time student,upper secondary,single,0,immigrant,Judaism,no formal education,PhD,"football (calcio), gardening","art, computer science","history, biology",8,low,56,moderate,76,high,90,high,98,high,36.0,87.0,123.0,high_anxiety,female
b9ea1dacf2,mistral-small-latest,human,19,man,heterosexual,Bari,full-time student,upper secondary,single,0,native-born Italian,Christianity,no formal education,primary school,"videogames, gardening, reading novels","biology, economics","physics, maths",97,high,49,moderate,22,low,65,moderate,94,high,36.0,76.0,112.0,high_anxiety,male
6ad6711d7d,mistral-small-latest,human,30,man,heterosexual,Bari,employed full-time,upper secondary,in a relationship,2,native-born Italian,Islam,upper secondary,lower secondary,"yoga, painting","literature, chemistry","computer science, physics",7,low,56,moderate,21,low,20,low,77,high,31.0,88.0,119.0,high_anxiety,male
41c49f1cd1,mistral-small-latest,human,21,genderqueer,asexual,Rome,full-time student,upper secondary,single,0,native-born Italian,Christianity,primary school,vocational diploma,"yoga, hiking, football (calcio), baking, birdwatching","art, biology","literature, economics",30,low,65,moderate,88,high,44,moderate,62,moderate,36.0,77.0,113.0,high_anxiety,other
1605258cc2,mistral-small-latest,human,60,man,homosexual,Bologna,unemployed,upper secondary,married,2,native-born Italian,Atheist,PhD,bachelor's degree,"board games, photography, gardening, knitting","history, chemistry","literature, physics",37,moderate,43,moderate,90,high,58,moderate,79,high,38.0,81.0,119.0,high_anxiety,male
b69d1fb4ab,mistral-small-latest,human,27,woman,heterosexual,Kansas City,employed full-time,vocational diploma,in a relationship,2,immigrant,Christianity,PhD,no formal education,"travel, cycling, baking, birdwatching, rock climbing","art, history","physics, computer science",75,high,93,high,35,moderate,24,low,38,moderate,36.0,81.0,117.0,high_anxiety,female
8c53d3c240,mistral-small-latest,human,30,man,heterosexual,Chicago,self-employed,upper secondary,single,0,native-born American,Judaism,master's degree,primary school,"knitting, running, painting","history, economics","chemistry, computer science",80,high,4,low,20,low,14,low,67,high,31.0,82.0,113.0,high_anxiety,male
ffd9b21998,mistral-small-latest,human,70,woman,heterosexual,Bologna,retired,bachelor's degree,married,2,native-born Italian,Agnostic,primary school,upper secondary,"travel, videogames, running, cooking, rock climbing","economics, art","history, chemistry",78,high,29,low,82,high,95,high,29,low,39.0,79.0,118.0,high_anxiety,female
5104405870,mistral-small-latest,human,25,man,heterosexual,Kansas City,self-employed,bachelor's degree,married,1,native-born American,Buddhism,master's degree,lower secondary,"reading novels, classical music, gardening, hiking, cinema","history, economics","art, literature",89,high,16,low,93,high,9,low,41,moderate,36.0,78.0,114.0,high_anxiety,male
00e389ef1c,mistral-small-latest,human,30,man,homosexual,New York,employed full-time,vocational diploma,single,1,immigrant,Islam,lower secondary,PhD,"cinema, cooking","literature, physics","economics, chemistry",27,low,12,low,75,high,20,low,61,moderate,33.0,82.0,115.0,high_anxiety,male
d8e14f734f,mistral-small-latest,human,25,man,asexual,Chicago,employed full-time,bachelor's degree,married,0,native-born American,Atheist,lower secondary,upper secondary,"gardening, classical music, rock climbing, cooking, knitting","economics, biology","art, literature",35,moderate,15,low,90,high,79,high,47,moderate,36.0,82.0,118.0,high_anxiety,male
b2bebf485a,mistral-small-latest,human,50,man,bisexual,Bari,employed full-time,vocational diploma,divorced,2,native-born Italian,Atheist,no formal education,upper secondary,"baking, photography, reading novels, yoga, knitting","biology, economics","physics, philosophy",43,moderate,84,high,47,moderate,94,high,84,high,36.0,81.0,117.0,high_anxiety,male
1146c3a770,mistral-small-latest,human,27,man,heterosexual,New York,unemployed,bachelor's degree,married,1,immigrant,Atheist,PhD,vocational diploma,"photography, classical music, board games, cinema","biology, economics","literature, physics",18,low,92,high,82,high,63,moderate,17,low,36.0,77.0,113.0,high_anxiety,male
ec39bb2d54,mistral-small-latest,human,23,woman,heterosexual,New York,unemployed,bachelor's degree,single,0,native-born American,Atheist,primary school,upper secondary,"painting, baking","chemistry, economics","history, biology",96,high,38,moderate,88,high,43,moderate,79,high,34.0,82.0,116.0,high_anxiety,female
a225d5784a,mistral-small-latest,human,21,genderqueer,homosexual,Kansas City,full-time student,upper secondary,single,0,native-born American,Atheist,upper secondary,PhD,"travel, cinema, birdwatching, hiking, board games","physics, maths","biology, computer science",11,low,40,moderate,66,moderate,92,high,80,high,34.0,89.0,123.0,high_anxiety,other
ccadd5c3d1,mistral-small-latest,human,24,woman,heterosexual,Milan,employed full-time,upper secondary,in a relationship,0,immigrant,Hinduism,PhD,vocational diploma,"football (calcio), birdwatching","biology, philosophy","computer science, chemistry",55,moderate,5,low,8,low,57,moderate,64,moderate,39.0,76.0,115.0,high_anxiety,female
25eacb3ea0,mistral-small-latest,human,23,woman,homosexual,Naples,employed full-time,upper secondary,in a relationship,0,native-born Italian,Agnostic,PhD,upper secondary,"reading novels, knitting, cooking, hiking","chemistry, art","biology, computer science",46,moderate,41,moderate,68,high,84,high,78,high,36.0,76.0,112.0,high_anxiety,female
0cd434c675,mistral-small-latest,human,19,man,heterosexual,Lecce,full-time student,vocational diploma,single,0,native-born Italian,Atheist,upper secondary,no formal education,"painting, gardening, baking, board games","economics, biology","history, art",72,high,91,high,40,moderate,27,low,83,high,36.0,80.0,116.0,high_anxiety,male
8d6007a073,mistral-small-latest,human,50,woman,heterosexual,Los Angeles,employed full-time,upper secondary,married,1,immigrant,Christianity,lower secondary,no formal education,"gardening, hiking, reading novels","philosophy, maths","art, economics",71,high,72,high,3,low,73,high,25,low,37.0,75.0,112.0,high_anxiety,female
5dac046fe8,mistral-small-latest,human,35,woman,bisexual,New York,self-employed,upper secondary,single,0,native-born American,Hinduism,bachelor's degree,bachelor's degree,"birdwatching, travel, gardening, cycling","literature, art","history, computer science",84,high,78,high,34,moderate,5,low,93,high,39.0,81.0,120.0,high_anxiety,female
738e71cd00,mistral-small-latest,human,22,man,heterosexual,Rome,self-employed,bachelor's degree,in a relationship,0,native-born Italian,Atheist,master's degree,upper secondary,"videogames, board games, travel","chemistry, physics","computer science, philosophy",47,moderate,44,moderate,12,low,21,low,86,high,36.0,85.0,121.0,high_anxiety,male
2515916cc5,mistral-small-latest,human,70,genderqueer,heterosexual,Milan,self-employed,lower secondary,in a relationship,1,native-born Italian,Christianity,primary school,PhD,"gardening, travel, cooking, cinema, knitting","chemistry, physics","computer science, maths",93,high,24,low,71,high,10,low,53,moderate,29.0,87.0,116.0,high_anxiety,other
6c6e7af6ff,mistral-small-latest,human,24,agender,bisexual,Washington DC,unemployed,upper secondary,single,0,native-born American,Christianity,master's degree,bachelor's degree,"cycling, cooking, volunteering","philosophy, economics","physics, chemistry",53,moderate,9,low,33,moderate,41,moderate,96,high,39.0,85.0,124.0,high_anxiety,other
a030d1241a,mistral-small-latest,human,24,man,heterosexual,Milan,employed full-time,lower secondary,married,0,native-born Italian,Judaism,no formal education,upper secondary,"running, photography, travel, football (calcio), board games","economics, chemistry","physics, computer science",92,high,62,moderate,13,low,32,low,57,moderate,39.0,87.0,126.0,high_anxiety,male
7395fc801a,mistral-small-latest,human,50,man,heterosexual,Bologna,self-employed,vocational diploma,divorced,1,native-born Italian,Islam,master's degree,PhD,"videogames, football (calcio), rock climbing","philosophy, art","economics, literature",17,low,11,low,48,moderate,59,moderate,96,high,34.0,80.0,114.0,high_anxiety,male
0ad1a7e59e,mistral-small-latest,human,28,man,heterosexual,Washington DC,unemployed,upper secondary,married,1,immigrant,Christianity,vocational diploma,bachelor's degree,"classical music, videogames","art, computer science","philosophy, physics",9,low,29,low,41,moderate,29,low,3,low,39.0,81.0,120.0,high_anxiety,male
5f9bf4ad17,mistral-small-latest,human,26,woman,heterosexual,Kansas City,employed full-time,upper secondary,married,0,native-born American,Hinduism,lower secondary,vocational diploma,"hiking, classical music, birdwatching","computer science, economics","art, literature",30,low,23,low,60,moderate,74,high,64,moderate,36.0,84.0,120.0,high_anxiety,female
86536e66f6,mistral-small-latest,human,30,woman,heterosexual,Bari,employed part-time,bachelor's degree,single,2,native-born Italian,Hinduism,PhD,bachelor's degree,"football (calcio), painting, birdwatching","physics, chemistry","literature, computer science",55,moderate,66,moderate,75,high,40,moderate,7,low,40.0,79.0,119.0,high_anxiety,female
6835fb81a5,mistral-small-latest,human,19,man,heterosexual,Los Angeles,employed part-time,upper secondary,in a relationship,0,native-born American,Islam,vocational diploma,lower secondary,"cinema, cooking, classical music, knitting, videogames","biology, art","literature, philosophy",75,high,18,low,79,high,6,low,64,moderate,34.0,81.0,115.0,high_anxiety,male
4ec1f21e8c,mistral-small-latest,human,24,man,heterosexual,New York,self-employed,bachelor's degree,single,2,native-born American,Hinduism,primary school,primary school,"knitting, running","biology, maths","economics, computer science",4,low,80,high,92,high,46,moderate,33,moderate,36.0,77.0,113.0,high_anxiety,male
dbe395d281,mistral-small-latest,human,40,woman,heterosexual,Lecce,employed full-time,no formal education,married,2,native-born Italian,Hinduism,upper secondary,upper secondary,"knitting, birdwatching, hiking","history, art","chemistry, computer science",67,high,48,moderate,83,high,14,low,42,moderate,29.0,86.0,115.0,high_anxiety,female
8ca61f32a8,mistral-small-latest,human,25,woman,homosexual,Kansas City,full-time student,bachelor's degree,in a relationship,0,native-born American,Christianity,vocational diploma,upper secondary,"baking, birdwatching, running, photography, hiking","biology, physics","economics, history",16,low,37,moderate,72,high,82,high,78,high,34.0,79.0,113.0,high_anxiety,female
bc578cc96f,mistral-small-latest,human,25,man,homosexual,Philadelphia,full-time student,master's degree,married,1,native-born American,Hinduism,primary school,PhD,"videogames, football (calcio), hiking","physics, art","economics, chemistry",32,low,54,moderate,58,moderate,3,low,73,high,34.0,83.0,117.0,high_anxiety,male
f09d0b920b,mistral-small-latest,human,20,non-binary,bisexual,Bologna,employed part-time,upper secondary,single,0,native-born Italian,Hinduism,PhD,upper secondary,"gardening, football (calcio), knitting, cinema, painting","chemistry, economics","history, physics",68,high,84,high,29,low,46,moderate,88,high,34.0,81.0,115.0,high_anxiety,other
f375028f38,mistral-small-latest,human,19,woman,heterosexual,Washington DC,full-time student,upper secondary,single,0,immigrant,Islam,vocational diploma,vocational diploma,"yoga, cycling, painting","chemistry, economics","physics, computer science",60,moderate,19,low,4,low,19,low,70,high,34.0,82.0,116.0,high_anxiety,female
3d57d3e137,mistral-small-latest,human,20,woman,asexual,Naples,full-time student,vocational diploma,single,0,immigrant,Atheist,primary school,master's degree,"cycling, hiking","history, economics","biology, computer science",58,moderate,9,low,40,moderate,73,high,54,moderate,34.0,82.0,116.0,high_anxiety,female
235608727d,mistral-small-latest,human,25,non-binary,heterosexual,Philadelphia,employed full-time,upper secondary,in a relationship,0,native-born American,Islam,master's degree,master's degree,"videogames, painting, gardening, volunteering","literature, chemistry","physics, maths",49,moderate,31,low,78,high,55,moderate,1,low,29.0,85.0,114.0,high_anxiety,other
f088b5ccb1,mistral-small-latest,human,22,man,asexual,Naples,self-employed,bachelor's degree,in a relationship,0,immigrant,Christianity,lower secondary,vocational diploma,"travel, cinema, videogames, yoga","physics, chemistry","philosophy, art",58,moderate,32,low,14,low,68,high,78,high,36.0,78.0,114.0,high_anxiety,male
aa78763010,mistral-small-latest,human,70,woman,bisexual,Los Angeles,retired,upper secondary,married,2,native-born American,Atheist,PhD,no formal education,"knitting, rock climbing, birdwatching, gardening","philosophy, literature","biology, art",69,high,13,low,41,moderate,11,low,84,high,29.0,82.0,111.0,high_anxiety,female
15cdd52b06,mistral-small-latest,human,18,man,asexual,Naples,full-time student,upper secondary,in a relationship,0,native-born Italian,Atheist,no formal education,lower secondary,"board games, hiking","economics, philosophy","chemistry, literature",22,low,40,moderate,62,moderate,27,low,24,low,33.0,80.0,113.0,high_anxiety,male
e9fc218e44,mistral-small-latest,human,40,non-binary,heterosexual,Kansas City,employed full-time,lower secondary,married,1,native-born American,Atheist,upper secondary,no formal education,"hiking, yoga","physics, philosophy","biology, literature",100,high,0,low,25,low,5,low,61,moderate,36.0,77.0,113.0,high_anxiety,other
936c3d10ff,mistral-small-latest,human,24,man,bisexual,Kansas City,self-employed,bachelor's degree,married,2,immigrant,Islam,PhD,upper secondary,"yoga, videogames, football (calcio), reading novels","biology, history","economics, literature",29,low,95,high,94,high,77,high,24,low,36.0,78.0,114.0,high_anxiety,male
373f78bba9,mistral-small-latest,human,29,man,bisexual,Los Angeles,employed part-time,vocational diploma,married,0,native-born American,Judaism,lower secondary,master's degree,"gardening, birdwatching","biology, chemistry","philosophy, economics",11,low,46,moderate,67,high,24,low,68,high,29.0,82.0,111.0,high_anxiety,male
d5bec1c45a,mistral-small-latest,human,50,woman,heterosexual,Philadelphia,unemployed,bachelor's degree,married,0,immigrant,Christianity,master's degree,master's degree,"volunteering, classical music, videogames, cinema","economics, biology","physics, chemistry",68,high,13,low,100,high,95,high,19,low,41.0,74.0,115.0,high_anxiety,female
df13d83d38,mistral-small-latest,human,30,woman,asexual,Lecce,unemployed,upper secondary,in a relationship,1,native-born Italian,Islam,PhD,vocational diploma,"hiking, volunteering","history, literature","maths, art",63,moderate,8,low,82,high,1,low,90,high,27.0,86.0,113.0,high_anxiety,female
9aef598893,mistral-small-latest,human,18,man,heterosexual,Bologna,full-time student,upper secondary,single,0,native-born Italian,Islam,PhD,upper secondary,"gardening, running, cinema, hiking, rock climbing","history, biology","chemistry, art",47,moderate,21,low,37,moderate,21,low,4,low,31.0,81.0,112.0,high_anxiety,male
0e653a5e38,mistral-small-latest,human,60,woman,bisexual,New York,employed full-time,vocational diploma,married,2,native-born American,Buddhism,lower secondary,vocational diploma,"cooking, photography, gardening, videogames, baking","physics, art","literature, chemistry",0,low,18,low,21,low,76,high,16,low,31.0,80.0,111.0,high_anxiety,female
4ac7f420bc,mistral-small-latest,human,20,woman,bisexual,Washington DC,full-time student,upper secondary,in a relationship,0,native-born American,Hinduism,upper secondary,vocational diploma,"football (calcio), baking, hiking","chemistry, computer science","biology, maths",39,moderate,38,moderate,96,high,62,moderate,68,high,36.0,77.0,113.0,high_anxiety,female
8099e2b895,mistral-small-latest,human,20,agender,heterosexual,Bologna,full-time student,upper secondary,single,0,native-born Italian,Atheist,master's degree,no formal education,"volunteering, painting, gardening, baking, cooking","chemistry, biology","philosophy, economics",78,high,3,low,60,moderate,87,high,58,moderate,36.0,83.0,119.0,high_anxiety,other
5cad7edb61,mistral-small-latest,human,50,woman,asexual,Philadelphia,employed part-time,upper secondary,married,1,native-born American,Christianity,vocational diploma,vocational diploma,"classical music, birdwatching","philosophy, art","physics, computer science",22,low,72,high,69,high,100,high,79,high,29.0,88.0,117.0,high_anxiety,female
0330ca525b,mistral-small-latest,human,26,man,bisexual,Bari,unemployed,upper secondary,single,0,native-born Italian,Judaism,upper secondary,lower secondary,"gardening, football (calcio), yoga, baking","biology, philosophy","literature, physics",68,high,39,moderate,26,low,79,high,59,moderate,33.0,87.0,120.0,high_anxiety,male
3a52537569,mistral-small-latest,human,19,woman,heterosexual,Washington DC,employed part-time,vocational diploma,married,0,native-born American,Islam,vocational diploma,no formal education,"volunteering, rock climbing, travel, classical music","literature, physics","art, maths",53,moderate,95,high,56,moderate,79,high,10,low,29.0,88.0,117.0,high_anxiety,female
6759fb06cf,mistral-small-latest,human,60,woman,heterosexual,Bologna,unemployed,upper secondary,divorced,1,native-born Italian,Christianity,bachelor's degree,no formal education,"videogames, photography","economics, literature","physics, philosophy",41,moderate,2,low,18,low,22,low,5,low,31.0,82.0,113.0,high_anxiety,female
8602a77512,mistral-small-latest,human,50,transgender,heterosexual,Lecce,employed part-time,vocational diploma,married,1,native-born Italian,Islam,no formal education,bachelor's degree,"gardening, reading novels, birdwatching, cycling, videogames","computer science, art","history, philosophy",57,moderate,86,high,30,low,74,high,65,moderate,36.0,86.0,122.0,high_anxiety,other
42263c3567,mistral-small-latest,human,30,man,asexual,Bari,employed part-time,upper secondary,in a relationship,0,native-born Italian,Agnostic,upper secondary,lower secondary,"hiking, running, gardening","maths, literature","biology, philosophy",20,low,97,high,1,low,27,low,34,moderate,34.0,84.0,118.0,high_anxiety,male
49923d92c9,mistral-small-latest,human,24,woman,heterosexual,Naples,employed full-time,vocational diploma,single,0,native-born Italian,Christianity,vocational diploma,no formal education,"board games, running, cinema, reading novels","biology, maths","economics, history",2,low,10,low,20,low,34,moderate,40,moderate,36.0,87.0,123.0,high_anxiety,female
0717e7f22f,mistral-small-latest,human,21,man,heterosexual,New York,employed part-time,bachelor's degree,single,0,immigrant,Judaism,PhD,vocational diploma,"hiking, travel, gardening, photography, cooking","history, philosophy","computer science, literature",61,moderate,42,moderate,24,low,85,high,90,high,33.0,80.0,113.0,high_anxiety,male
ea9b6d4b90,mistral-small-latest,human,25,man,heterosexual,Rome,unemployed,lower secondary,in a relationship,0,immigrant,Judaism,lower secondary,vocational diploma,"reading novels, football (calcio), videogames","art, biology","maths, literature",52,moderate,37,moderate,74,high,100,high,68,high,29.0,84.0,113.0,high_anxiety,male
bc94dcd4b7,mistral-small-latest,human,27,woman,heterosexual,Milan,employed part-time,vocational diploma,married,0,native-born Italian,Judaism,lower secondary,bachelor's degree,"volunteering, running, football (calcio), board games","art, literature","computer science, physics",8,low,79,high,23,low,73,high,94,high,35.0,90.0,125.0,high_anxiety,female
a56fb1b81e,mistral-small-latest,human,25,agender,heterosexual,Washington DC,employed full-time,upper secondary,married,1,native-born American,Christianity,upper secondary,bachelor's degree,"rock climbing, painting","literature, chemistry","computer science, economics",92,high,58,moderate,41,moderate,79,high,74,high,41.0,79.0,120.0,high_anxiety,other
bf8d5013fa,mistral-small-latest,human,19,man,heterosexual,Milan,employed part-time,lower secondary,single,1,native-born Italian,Christianity,master's degree,lower secondary,"reading novels, travel, photography","art, history","physics, economics",98,high,62,moderate,12,low,22,low,54,moderate,29.0,83.0,112.0,high_anxiety,male
b933176940,mistral-small-latest,human,25,woman,heterosexual,Milan,self-employed,upper secondary,single,0,native-born Italian,Islam,no formal education,lower secondary,"yoga, football (calcio), rock climbing, cinema","maths, economics","philosophy, computer science",49,moderate,41,moderate,45,moderate,27,low,90,high,34.0,84.0,118.0,high_anxiety,female
dcb7af1334,mistral-small-latest,human,70,man,heterosexual,Bari,retired,vocational diploma,single,1,immigrant,Christianity,vocational diploma,master's degree,"birdwatching, hiking, travel","maths, computer science","physics, chemistry",20,low,41,moderate,48,moderate,43,moderate,97,high,31.0,85.0,116.0,high_anxiety,male
30c4daffc9,mistral-small-latest,human,70,man,homosexual,New York,retired,vocational diploma,married,1,immigrant,Islam,lower secondary,no formal education,"running, photography, cooking, gardening","economics, physics","philosophy, literature",27,low,73,high,45,moderate,43,moderate,61,moderate,34.0,78.0,112.0,high_anxiety,male
1c7f29ab62,mistral-small-latest,human,23,man,bisexual,Lecce,employed part-time,upper secondary,single,0,native-born Italian,Atheist,upper secondary,PhD,"travel, gardening, rock climbing, hiking","maths, art","physics, philosophy",50,moderate,74,high,95,high,32,low,82,high,39.0,78.0,117.0,high_anxiety,male
8b17fdd70e,mistral-small-latest,human,23,woman,asexual,Rome,employed full-time,lower secondary,single,0,native-born Italian,Atheist,vocational diploma,master's degree,"rock climbing, classical music, cycling","art, biology","philosophy, computer science",76,high,24,low,63,moderate,48,moderate,54,moderate,34.0,85.0,119.0,high_anxiety,female
a04d3895a7,mistral-small-latest,human,30,non-binary,heterosexual,Philadelphia,self-employed,primary school,married,2,native-born American,Islam,bachelor's degree,PhD,"cooking, volunteering","maths, computer science","physics, literature",51,moderate,41,moderate,73,high,92,high,74,high,36.0,80.0,116.0,high_anxiety,other
0bd08570e5,mistral-small-latest,human,18,man,homosexual,Philadelphia,employed part-time,vocational diploma,single,0,native-born American,Islam,master's degree,upper secondary,"classical music, volunteering, baking, yoga, board games","history, philosophy","physics, art",66,moderate,75,high,60,moderate,42,moderate,39,moderate,39.0,82.0,121.0,high_anxiety,male
b7086fabef,mistral-small-latest,human,21,man,heterosexual,Los Angeles,full-time student,upper secondary,single,0,native-born American,Atheist,PhD,lower secondary,"gardening, classical music, birdwatching, cycling","biology, physics","literature, chemistry",91,high,51,moderate,82,high,79,high,72,high,36.0,79.0,115.0,high_anxiety,male
